TimeStamp,Pos X(inch),Pos Y(inch),Pos Z(inch),Pho X(inch),Pho Y(inch),Pho Z(inch),Pho Tilt,Pho Rotate,Motion Compensation Active,Pos Alps(inch),Alps Spot Size(inch),PF1 RPM Setpoint,PF2 RPM Setpoint,PF4 RPM Setpoint,PF1 Argon: Valid Value,PF2 Argon: Valid Value,PF3 Argon: Valid Value,PF4 Argon: Valid Value,Center Purge Argon MFlow,Center Purge Argon: Valid Value,Center Purge Argon VFlow,PF1 Argon Temp(°F),PF2 Argon Temp(°F),PF3 Argon Temp(°F),PF4 Argon Temp(°F),Center Purge Argon Temp(°F),PF1 Argon Absolute Pressure,PF2 Argon Absolute Pressure,PF3 Argon Absolute Pressure,PF4 Argon Absolute Pressure,Center Purge Argon Absolute Pressure,Center Purge Pressure: Valid Value,H2O Sensor,O2 Sensor,Head Temperature (RTD 1)(°F),PF2 Powder Low,PF3 Powder Low,PF4 Powder Low,PF1 Top Pressure,PF1 Bottom Pressure,Dust Collector Diff Pressure,PF2 Top Pressure,PF2 Bottom Pressure,Powder Manifold Pressure Sensor,PF3 Top Pressure,PF3 Bottom Pressure,PF4 Top Pressure,PF4 Bottom Pressure,Optics Box Pressure Sensor,Optics Box Pressure: Valid Value,Dryrun Mode,Laser Setpoint,Laser Water Flow (L/min),Laser Water Temp (°C),DI Water Temp (°C),Process Fiber FFBD (mV),Beam Flags From Meter,Camera Temp(°F),Contour Override,Hatch Override,Cmd Mode,DeadMove Override,Block Number
04:58.6,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.47,79.84,79.65,79.14,75.54,13.12,13.03,13.03,13.04,14.92,1,-4.6,65.8,73.7,1,1,1,0.054,0.054,0.709,0.003,0.002,2.177,0.01,0.008,0.007,0.009,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
04:59.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.04,1,39.32,79.47,79.84,79.65,79.14,75.61,13.11,13.03,13.03,13.04,14.93,1,-4.59,64.5,73.7,1,1,1,0.046,0.048,1.906,0.003,0.003,2.164,0.01,0.008,0.016,0.009,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:00.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.65,79.14,75.63,13.1,13.03,13.03,13.04,14.92,1,-4.6,62.3,73.7,1,1,1,0.037,0.039,2.149,0.003,0.002,2.152,0.009,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:01.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.3,79.47,79.84,79.65,79.14,75.63,13.1,13.03,13.03,13.04,14.92,1,-4.55,62.4,73.7,1,1,1,0.033,0.036,2.153,0.003,0.002,2.152,0.009,0.008,0.009,0.009,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:02.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.31,79.47,79.84,79.65,79.14,75.61,13.09,13.03,13.03,13.04,14.91,1,-4.34,66.8,73.7,1,1,1,0.028,0.031,2.148,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.219,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:03.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.32,79.47,79.84,79.65,79.14,75.58,13.09,13.03,13.03,13.04,14.91,1,-4.14,68,73.7,1,1,1,0.024,0.025,2.148,0.003,0.003,2.139,0.009,0.008,0.007,0.01,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:04.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.31,79.47,79.84,79.65,79.14,75.54,13.09,13.03,13.03,13.04,14.91,1,-3.86,67.7,73.7,1,1,1,0.022,0.023,2.14,0.003,0.002,2.139,0.011,0.008,0.009,0.01,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:05.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.31,79.47,79.84,79.65,79.14,75.52,13.09,13.03,13.03,13.04,14.91,1,-3.56,67.4,73.7,1,1,1,0.02,0.021,2.15,0.003,0.002,2.127,0.011,0.008,0.007,0.01,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:06.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.65,79.14,75.49,13.09,13.03,13.03,13.04,14.92,1,-3.11,67.5,73.7,1,1,1,0.021,0.021,2.167,0.003,0.003,2.127,0.011,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:07.7,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.65,79.14,75.47,13.09,13.03,13.03,13.04,14.92,1,-2.81,66.8,73.7,1,1,1,0.021,0.024,2.135,0.003,0.002,2.127,0.009,0.008,0.013,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:08.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.65,79.14,75.45,13.09,13.03,13.03,13.04,14.92,1,-2.53,65.3,73.7,1,1,1,0.023,0.024,2.142,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:09.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.43,13.09,13.03,13.03,13.04,14.92,1,-2.41,64.1,73.7,1,1,1,0.023,0.026,2.15,0.003,0.002,2.127,0.01,0.008,0.009,0.008,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:10.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.42,13.09,13.03,13.03,13.04,14.92,1,-2.35,65.2,73.7,1,1,1,0.023,0.026,2.156,0.003,0.002,2.139,0.009,0.008,0.014,0.01,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:11.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.42,13.09,13.03,13.03,13.04,14.92,1,-2.33,70.5,73.7,1,1,1,0.022,0.023,2.15,0.003,0.002,2.127,0.01,0.008,0.016,0.009,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:12.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.4,13.09,13.03,13.03,13.04,14.92,1,-2.33,73,73.7,1,1,1,0.022,0.023,2.147,0.003,0.002,2.127,0.011,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:13.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.38,13.09,13.03,13.03,13.04,14.92,1,-5.37,74.4,73.7,1,1,1,0.021,0.022,2.145,0.003,0.002,2.127,0.009,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:14.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.38,13.09,13.03,13.03,13.04,14.91,1,-13.94,81.3,73.7,1,1,1,0.02,0.023,2.159,0.003,0.002,2.127,0.01,0.008,0.021,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:15.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.14,75.36,13.09,13.03,13.03,13.04,14.92,1,-15.68,96.5,73.7,1,1,1,0.021,0.023,2.163,0.003,0.002,2.127,0.009,0.008,0.005,0.01,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:16.8,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.36,13.09,13.03,13.03,13.04,14.92,1,-16.64,104.8,73.7,1,1,1,0.021,0.026,2.166,0.003,0.002,2.127,0.01,0.008,0.007,0.008,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:17.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.34,13.09,13.03,13.03,13.04,14.92,1,-17.26,108.1,73.7,1,1,1,0.021,0.026,2.138,0.003,0.002,2.127,0.01,0.008,0.009,0.008,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:18.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.34,13.09,13.03,13.03,13.04,14.92,1,-17.78,108.5,73.7,1,1,1,0.022,0.021,2.155,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:19.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.27,79.47,79.84,79.66,79.14,75.34,13.09,13.03,13.03,13.04,14.92,1,-17.95,107.8,73.7,1,1,1,0.023,0.025,2.135,0.003,0.002,2.127,0.01,0.008,0.017,0.009,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:20.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.33,13.09,13.03,13.03,13.04,14.92,1,-18.25,106.7,73.7,1,1,1,0.022,0.023,2.114,0.003,0.002,2.127,0.009,0.008,0.013,0.01,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:21.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.33,13.09,13.03,13.03,13.04,14.92,1,-18.42,105.5,73.7,1,1,1,0.021,0.025,2.149,0.003,0.002,2.127,0.011,0.008,0.007,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:22.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.14,75.31,13.09,13.03,13.03,13.04,14.92,1,-18.61,104.7,73.7,1,1,1,0.021,0.02,2.123,0.003,0.002,2.114,0.011,0.008,0.016,0.009,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:23.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.86,1,39.02,79.47,79.84,79.66,79.14,75.31,13.12,13.03,13.03,13.04,14.97,1,-18.74,104.3,73.7,1,1,1,0.028,0.039,2.049,0.003,0.002,2.014,0.002,0,0,0,4.043,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:24.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.06,79.47,79.84,79.66,79.14,75.24,13.15,13.03,13.03,13.04,15,1,-18.87,104,73.7,1,1,1,0.061,0.063,2.112,0.003,0.002,2.026,0,0,0,0.001,4.118,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:25.9,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.06,79.47,79.84,79.66,79.14,75.24,13.16,13.03,13.03,13.04,15,1,-18.92,104,73.7,1,1,1,0.081,0.087,2.113,0.003,0.002,2.077,0.001,0,0.004,0.001,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:27.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.05,79.47,79.84,79.66,79.14,75.24,13.16,13.03,13.03,13.04,14.99,1,-18.99,104.2,73.7,1,1,1,0.095,0.103,2.061,0.003,0.002,2.102,0.002,0,0,0.001,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:28.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.07,79.47,79.84,79.66,79.14,75.29,13.17,13.03,13.03,13.04,14.99,1,-19.06,104.6,73.7,1,1,1,0.102,0.11,2.037,0.003,0.002,2.114,0.001,0,0.009,0,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:29.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.02,1,39.1,79.47,79.84,79.66,79.14,75.36,13.17,13.03,13.03,13.04,14.99,1,-19.21,104.8,73.7,1,1,1,0.109,0.11,1.969,0.003,0.002,2.102,0.004,0,0,0.001,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:30.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.01,1,39.1,79.47,79.84,79.66,79.14,75.4,13.17,13.03,13.03,13.04,14.99,1,-19.33,105.2,73.7,1,1,1,0.106,0.107,1.899,0.003,0.002,2.102,0.001,0,0,0,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:31.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.02,1,39.11,79.47,79.84,79.66,79.16,75.43,13.17,13.03,13.03,13.04,14.99,1,-19.46,105.7,73.7,1,1,1,0.105,0.111,1.851,0.003,0.002,2.114,0.001,0,0.003,0,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:32.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.02,1,39.12,79.47,79.84,79.66,79.16,75.49,13.17,13.03,13.03,13.04,14.99,1,-19.55,106.4,73.7,1,1,1,0.109,0.112,1.73,0.003,0.002,2.114,0.002,0,0,0.001,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:33.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.99,1,39.1,79.47,79.84,79.66,79.16,75.51,13.17,13.03,13.03,13.04,14.99,1,-19.65,106.8,73.7,1,1,1,0.109,0.113,1.662,0.003,0.003,2.114,0.001,0,0,0.001,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:34.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.09,79.47,79.84,79.66,79.16,75.52,13.17,13.03,13.03,13.04,14.99,1,-19.71,107.1,73.7,1,1,1,0.107,0.113,1.607,0.003,0.002,2.114,0.002,0,0.009,0.001,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:35.0,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.99,1,39.1,79.47,79.84,79.66,79.16,75.54,13.17,13.03,13.03,13.04,14.99,1,-19.77,105.4,73.7,1,1,1,0.106,0.111,1.57,0.003,0.002,2.114,0.002,0,0,0.001,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.3,100,100,1,100,1
05:36.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.09,79.47,79.84,79.66,79.16,75.56,13.17,13.03,13.03,13.04,14.99,1,-19.77,93.3,73.7,1,1,1,0.109,0.111,1.135,0.003,0.002,2.114,0.001,0,0,0.001,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:37.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.11,79.47,79.84,79.66,79.16,75.58,13.17,13.03,13.03,13.04,14.99,1,-19.77,81.4,73.7,1,1,1,0.107,0.111,0.809,0.003,0.002,2.114,0.001,0,0,0,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:38.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.99,1,39.1,79.47,79.84,79.66,79.16,75.6,13.17,13.03,13.03,13.04,14.99,1,-19.77,78,73.7,1,1,1,0.107,0.109,0.453,0.003,0.002,2.114,0.003,0,0,0,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:39.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.01,1,39.13,79.47,79.84,79.66,79.16,75.6,13.17,13.03,13.03,13.04,14.99,1,-19.77,75.4,73.7,1,1,1,0.109,0.114,0.282,0.003,0.002,2.127,0.002,0,0,0.001,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:40.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.11,79.47,79.84,79.66,79.16,75.61,13.17,13.03,13.03,13.04,14.99,1,-19.77,75.8,73.7,1,1,1,0.109,0.107,0.11,0.003,0.002,2.114,0.005,0.002,0.009,0.002,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:41.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.11,79.47,79.84,79.66,79.16,75.61,13.17,13.03,13.03,13.04,14.99,1,-19.77,73.9,73.7,1,1,1,0.109,0.112,0.038,0.003,0.002,2.127,0.003,0.002,0.005,0.002,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:42.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.98,1,39.11,79.47,79.84,79.66,79.16,75.61,13.17,13.03,13.03,13.04,14.99,1,-19.77,70.6,73.7,1,1,1,0.107,0.111,0.035,0.003,0.002,2.127,0.005,0.002,0.005,0.003,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:43.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.13,79.47,79.84,79.66,79.16,75.63,13.17,13.03,13.03,13.04,14.99,1,-19.77,72.3,73.7,1,1,1,0.107,0.11,0.033,0.003,0.003,2.127,0.007,0.002,0.001,0.003,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:44.1,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.04,1,39.14,79.47,79.84,79.66,79.16,75.63,13.17,13.03,13.03,13.04,14.99,1,-19.77,71.7,73.7,1,1,1,0.106,0.11,0.035,0.003,0.002,2.114,0.002,0,0.002,0.001,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:45.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.99,1,39.11,79.47,79.84,79.66,79.16,75.65,13.17,13.03,13.03,13.04,14.99,1,-19.77,70.1,73.7,1,1,1,0.106,0.111,0.035,0.003,0.002,2.114,0.001,0,0.01,0.001,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:46.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.93,1,39.17,79.47,79.84,79.66,79.16,75.65,13.14,13.03,13.03,13.04,14.93,1,-19.77,68.6,73.7,1,1,1,0.098,0.102,0.017,0.003,0.002,2.177,0.01,0.008,0.009,0.009,4.432,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:47.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.16,75.72,13.12,13.03,13.03,13.04,14.92,1,-19.77,68.9,73.7,1,1,1,0.063,0.076,0.766,0.003,0.002,2.177,0.009,0.008,0.016,0.009,4.206,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:48.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,39.93,1,39.32,79.47,79.84,79.66,79.16,75.78,13.1,13.03,13.03,13.04,14.88,1,-19.78,67.3,73.7,1,1,1,0.048,0.055,1.994,0.003,0.003,2.177,0.009,0.008,0.005,0.009,4.444,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:49.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40.02,1,39.38,79.47,79.84,79.66,79.16,75.78,13.09,13.03,13.03,13.04,14.9,1,-19.78,66.9,73.7,1,1,1,0.026,0.034,2.075,0.003,0.002,2.164,0.01,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:50.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.31,79.47,79.84,79.66,79.16,75.72,13.09,13.03,13.03,13.04,14.92,1,-19.79,66.8,73.7,1,1,1,0.026,0.025,2.076,0.003,0.002,2.127,0.009,0.008,0.01,0.009,4.144,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:51.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.16,75.69,13.09,13.03,13.03,13.04,14.92,1,-19.8,65,73.7,1,1,1,0.026,0.028,2.17,0.003,0.002,2.127,0.009,0.008,0.015,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:52.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.28,79.47,79.84,79.66,79.16,75.65,13.1,13.03,13.03,13.04,14.92,1,-19.8,63.3,73.7,1,1,1,0.028,0.027,2.16,0.003,0.002,2.127,0.009,0.008,0.007,0.009,4.156,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:53.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.29,79.47,79.84,79.66,79.16,75.61,13.1,13.03,13.03,13.04,14.92,1,-19.81,61.3,73.7,1,1,1,0.026,0.033,2.148,0.003,0.002,2.139,0.009,0.008,0.013,0.008,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:54.2,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.3,79.47,79.84,79.66,79.16,75.58,13.09,13.03,13.03,13.04,14.92,1,-19.81,59.7,73.7,1,1,1,0.026,0.029,2.143,0.003,0.002,2.139,0.01,0.008,0.007,0.009,4.194,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:55.3,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.3,79.47,79.84,79.66,79.16,75.54,13.09,13.03,13.03,13.04,14.91,1,-19.82,57.9,73.7,1,1,1,0.026,0.027,2.134,0.003,0.002,2.127,0.01,0.008,0.007,0.009,4.169,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
05:56.3,-0.968,-0.79,0.012,-13.25012,-14.37025,-25.95666,-0.0002,16972.38,1,2.431,0.07,6.95,2,1,1,1,1,1,40,1,39.3,79.47,79.84,79.66,79.16,75.51,13.09,13.03,13.03,13.04,14.91,1,-19.82,57.4,73.7,1,1,1,0.024,0.025,2.134,0.003,0.002,2.139,0.011,0.008,0.018,0.011,4.181,1,1,1010,30.5,20.7,28.3,13,2684535000,93.5,100,100,1,100,1
