line_number,raw_line,layer,laser_on,feedrate,tool,X,Y,Z,B,C,dx,dy,dz,step_distance,deposition_move,laser_power_watts,estimated_linear_energy
2210,X9.9712,1.0,True,600.0,,9.9712,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2211,X10.9684,1.0,True,600.0,,10.9684,-2.4196,0.025,0.0,0.0,0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
2212,X11.9655,1.0,True,600.0,,11.9655,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2213,X12.9626,1.0,True,600.0,,12.9626,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2214,X13.9597,1.0,True,600.0,,13.9597,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2215,X14.9569,1.0,True,600.0,,14.9569,-2.4196,0.025,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2216,X15.954,1.0,True,600.0,,15.954,-2.4196,0.025,0.0,0.0,0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
2217,X16.9511,1.0,True,600.0,,16.9511,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2218,X17.9482,1.0,True,600.0,,17.9482,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2219,X18.9454,1.0,True,600.0,,18.9454,-2.4196,0.025,0.0,0.0,0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2220,X19.9425,1.0,True,600.0,,19.9425,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2221,X20.9396,1.0,True,600.0,,20.9396,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2222,X21.9367,1.0,True,600.0,,21.9367,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2223,X22.9339,1.0,True,600.0,,22.9339,-2.4196,0.025,0.0,0.0,0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
2224,X23.931,1.0,True,600.0,,23.931,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2225,X24.9281,1.0,True,600.0,,24.9281,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2226,X25.9252,1.0,True,600.0,,25.9252,-2.4196,0.025,0.0,0.0,0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2227,Y-1.7283,1.0,True,600.0,,25.9252,-1.7283,0.025,0.0,0.0,0.0,0.6913,0.0,0.6913,True,500.0,0.8333333333333334
2228,X24.9281,1.0,True,600.0,,24.9281,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2229,X23.931,1.0,True,600.0,,23.931,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2230,X22.9339,1.0,True,600.0,,22.9339,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2231,X21.9367,1.0,True,600.0,,21.9367,-1.7283,0.025,0.0,0.0,-0.997200000000003,0.0,0.0,0.997200000000003,True,500.0,0.8333333333333334
2232,X20.9396,1.0,True,600.0,,20.9396,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2233,X19.9425,1.0,True,600.0,,19.9425,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2234,X18.9454,1.0,True,600.0,,18.9454,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2235,X17.9482,1.0,True,600.0,,17.9482,-1.7283,0.025,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2236,X16.9511,1.0,True,600.0,,16.9511,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2237,X15.954,1.0,True,600.0,,15.954,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2238,X14.9569,1.0,True,600.0,,14.9569,-1.7283,0.025,0.0,0.0,-0.9971000000000014,0.0,0.0,0.9971000000000014,True,500.0,0.8333333333333334
2239,X13.9597,1.0,True,600.0,,13.9597,-1.7283,0.025,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2240,X12.9626,1.0,True,600.0,,12.9626,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2241,X11.9655,1.0,True,600.0,,11.9655,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2242,X10.9684,1.0,True,600.0,,10.9684,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2243,X9.9712,1.0,True,600.0,,9.9712,-1.7283,0.025,0.0,0.0,-0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
2244,X8.9741,1.0,True,600.0,,8.9741,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2245,X7.977,1.0,True,600.0,,7.977,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2246,X6.9799,1.0,True,600.0,,6.9799,-1.7283,0.025,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
2247,X5.9827,1.0,True,600.0,,5.9827,-1.7283,0.025,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2248,X4.9856,1.0,True,600.0,,4.9856,-1.7283,0.025,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
2249,X3.9885,1.0,True,600.0,,3.9885,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2250,X2.9914,1.0,True,600.0,,2.9914,-1.7283,0.025,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
2251,X1.9942,1.0,True,600.0,,1.9942,-1.7283,0.025,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
2252,X0.9971,1.0,True,600.0,,0.9971,-1.7283,0.025,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
2253,X0.,1.0,True,600.0,,0.0,-1.7283,0.025,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
2254,X-0.9971,1.0,True,600.0,,-0.9971,-1.7283,0.025,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
2255,X-1.9942,1.0,True,600.0,,-1.9942,-1.7283,0.025,0.0,0.0,-0.9971,0.0,0.0,0.9971,True,500.0,0.8333333333333334
2256,X-2.9914,1.0,True,600.0,,-2.9914,-1.7283,0.025,0.0,0.0,-0.9972000000000001,0.0,0.0,0.9972000000000001,True,500.0,0.8333333333333334
2257,X-3.9885,1.0,True,600.0,,-3.9885,-1.7283,0.025,0.0,0.0,-0.9971000000000001,0.0,0.0,0.9971000000000001,True,500.0,0.8333333333333334
2258,X-4.9856,1.0,True,600.0,,-4.9856,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2259,X-5.9827,1.0,True,600.0,,-5.9827,-1.7283,0.025,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
2260,X-6.9799,1.0,True,600.0,,-6.9799,-1.7283,0.025,0.0,0.0,-0.9971999999999994,0.0,0.0,0.9971999999999994,True,500.0,0.8333333333333334
2261,X-7.977,1.0,True,600.0,,-7.977,-1.7283,0.025,0.0,0.0,-0.9971000000000005,0.0,0.0,0.9971000000000005,True,500.0,0.8333333333333334
2262,X-8.9741,1.0,True,600.0,,-8.9741,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2263,X-9.9712,1.0,True,600.0,,-9.9712,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
2264,X-10.9684,1.0,True,600.0,,-10.9684,-1.7283,0.025,0.0,0.0,-0.9972000000000012,0.0,0.0,0.9972000000000012,True,500.0,0.8333333333333334
2265,X-11.9655,1.0,True,600.0,,-11.9655,-1.7283,0.025,0.0,0.0,-0.9970999999999997,0.0,0.0,0.9970999999999997,True,500.0,0.8333333333333334
