Change Timestamp,Variable,New Value
2026-03-20T19:15:26Z,xpostn,-45.994
2026-03-20T19:15:26Z,ypostn,-58.269
2026-03-20T19:15:26Z,zpostn,44.91385
2026-03-20T19:15:26Z,xlod,1
2026-03-20T19:15:26Z,ylod,3
2026-03-20T19:15:26Z,zlod,49
2026-03-20T19:15:26Z,fact,0
2026-03-20T19:15:26Z,toolnum,5
2026-03-20T19:15:26Z,program,CDSDRYRUN
2026-03-20T19:15:27Z,xpostn,-45.994
2026-03-20T19:15:27Z,ypostn,-58.269
2026-03-20T19:15:27Z,zpostn,44.91385
2026-03-20T19:15:27Z,xlod,1
2026-03-20T19:15:27Z,ylod,3
2026-03-20T19:15:27Z,zlod,49
2026-03-20T19:15:27Z,fact,0
2026-03-20T19:15:27Z,toolnum,5
2026-03-20T19:15:27Z,program,CDSDRYRUN
2026-03-20T19:15:28Z,xpostn,-45.994
2026-03-20T19:15:28Z,ypostn,-58.269
2026-03-20T19:15:28Z,zpostn,44.91385
2026-03-20T19:15:28Z,xlod,1
2026-03-20T19:15:28Z,ylod,3
2026-03-20T19:15:28Z,zlod,49
2026-03-20T19:15:28Z,fact,0
2026-03-20T19:15:28Z,toolnum,5
2026-03-20T19:15:28Z,program,CDSDRYRUN
2026-03-20T19:15:29Z,xpostn,-45.994
2026-03-20T19:15:29Z,ypostn,-58.269
2026-03-20T19:15:29Z,zpostn,44.91385
2026-03-20T19:15:29Z,xlod,1
2026-03-20T19:15:29Z,ylod,3
2026-03-20T19:15:29Z,zlod,49
2026-03-20T19:15:29Z,fact,0
2026-03-20T19:15:29Z,toolnum,5
2026-03-20T19:15:29Z,program,CDSDRYRUN
2026-03-20T19:15:30Z,xpostn,-45.994
2026-03-20T19:15:30Z,ypostn,-58.269
2026-03-20T19:15:30Z,zpostn,44.91385
2026-03-20T19:15:30Z,xlod,1
2026-03-20T19:15:30Z,ylod,3
2026-03-20T19:15:30Z,zlod,49
2026-03-20T19:15:30Z,fact,0
2026-03-20T19:15:30Z,toolnum,5
2026-03-20T19:15:30Z,program,CDSDRYRUN
2026-03-20T19:15:31Z,xpostn,-45.994
2026-03-20T19:15:31Z,ypostn,-58.269
2026-03-20T19:15:31Z,zpostn,44.91385
2026-03-20T19:15:31Z,xlod,1
2026-03-20T19:15:31Z,ylod,3
2026-03-20T19:15:31Z,zlod,49
2026-03-20T19:15:31Z,fact,0
2026-03-20T19:15:31Z,toolnum,5
2026-03-20T19:15:31Z,program,CDSDRYRUN
2026-03-20T19:15:32Z,xpostn,-45.994
2026-03-20T19:15:32Z,ypostn,-58.269
2026-03-20T19:15:32Z,zpostn,44.91385
2026-03-20T19:15:32Z,xlod,1
2026-03-20T19:15:32Z,ylod,3
2026-03-20T19:15:32Z,zlod,49
2026-03-20T19:15:32Z,fact,0
2026-03-20T19:15:32Z,toolnum,5
2026-03-20T19:15:32Z,program,CDSDRYRUN
2026-03-20T19:15:33Z,xpostn,-45.994
2026-03-20T19:15:33Z,ypostn,-58.269
2026-03-20T19:15:33Z,zpostn,44.91385
2026-03-20T19:15:33Z,xlod,1
2026-03-20T19:15:33Z,ylod,3
2026-03-20T19:15:33Z,zlod,49
2026-03-20T19:15:33Z,fact,0
2026-03-20T19:15:33Z,toolnum,5
2026-03-20T19:15:33Z,program,CDSDRYRUN
2026-03-20T19:15:34Z,xpostn,-45.994
2026-03-20T19:15:34Z,ypostn,-58.269
2026-03-20T19:15:34Z,zpostn,44.91385
2026-03-20T19:15:34Z,xlod,1
2026-03-20T19:15:34Z,ylod,3
2026-03-20T19:15:34Z,zlod,49
2026-03-20T19:15:34Z,fact,0
2026-03-20T19:15:34Z,toolnum,5
2026-03-20T19:15:34Z,program,CDSDRYRUN
2026-03-20T19:15:35Z,xpostn,-45.994
2026-03-20T19:15:35Z,ypostn,-58.269
2026-03-20T19:15:35Z,zpostn,44.91385
2026-03-20T19:15:35Z,xlod,1
2026-03-20T19:15:35Z,ylod,3
2026-03-20T19:15:35Z,zlod,49
2026-03-20T19:15:35Z,fact,0
2026-03-20T19:15:35Z,toolnum,5
2026-03-20T19:15:35Z,program,CDSDRYRUN
2026-03-20T19:15:37Z,xpostn,-45.994
2026-03-20T19:15:37Z,ypostn,-58.269
2026-03-20T19:15:37Z,zpostn,44.91385
2026-03-20T19:15:37Z,xlod,1
2026-03-20T19:15:37Z,ylod,3
2026-03-20T19:15:37Z,zlod,49
2026-03-20T19:15:37Z,fact,0
2026-03-20T19:15:37Z,toolnum,5
2026-03-20T19:15:37Z,program,CDSDRYRUN
2026-03-20T19:15:38Z,xpostn,-45.994
2026-03-20T19:15:38Z,ypostn,-58.269
2026-03-20T19:15:38Z,zpostn,44.85895
2026-03-20T19:15:38Z,xlod,1
2026-03-20T19:15:38Z,ylod,3
2026-03-20T19:15:38Z,zlod,49
2026-03-20T19:15:38Z,fact,9.9996
2026-03-20T19:15:38Z,toolnum,5
2026-03-20T19:15:38Z,program,CDSDRYRUN
2026-03-20T19:15:39Z,xpostn,-45.994
2026-03-20T19:15:39Z,ypostn,-58.269
2026-03-20T19:15:39Z,zpostn,33.8511
2026-03-20T19:15:39Z,xlod,1
2026-03-20T19:15:39Z,ylod,3
2026-03-20T19:15:39Z,zlod,41
2026-03-20T19:15:39Z,fact,9.9996
2026-03-20T19:15:39Z,toolnum,5
2026-03-20T19:15:39Z,program,CDSDRYRUN
2026-03-20T19:15:40Z,xpostn,-45.994
2026-03-20T19:15:40Z,ypostn,-58.269
2026-03-20T19:15:40Z,zpostn,22.4824
2026-03-20T19:15:40Z,xlod,1
2026-03-20T19:15:40Z,ylod,6
2026-03-20T19:15:40Z,zlod,41
2026-03-20T19:15:40Z,fact,9.9996
2026-03-20T19:15:40Z,toolnum,5
2026-03-20T19:15:40Z,program,CDSDRYRUN
2026-03-20T19:15:41Z,xpostn,-45.994
2026-03-20T19:15:41Z,ypostn,-58.269
2026-03-20T19:15:41Z,zpostn,12.14925
2026-03-20T19:15:41Z,xlod,1
2026-03-20T19:15:41Z,ylod,2
2026-03-20T19:15:41Z,zlod,41
2026-03-20T19:15:41Z,fact,4.049838
2026-03-20T19:15:41Z,toolnum,5
2026-03-20T19:15:41Z,program,CDSDRYRUN
2026-03-20T19:15:42Z,xpostn,-45.994
2026-03-20T19:15:42Z,ypostn,-58.269
2026-03-20T19:15:42Z,zpostn,2.1178
2026-03-20T19:15:42Z,xlod,1
2026-03-20T19:15:42Z,ylod,2
2026-03-20T19:15:42Z,zlod,41
2026-03-20T19:15:42Z,fact,8.616322
2026-03-20T19:15:42Z,toolnum,5
2026-03-20T19:15:42Z,program,CDSDRYRUN
2026-03-20T19:15:43Z,xpostn,-45.96985
2026-03-20T19:15:43Z,ypostn,-58.17135
2026-03-20T19:15:43Z,zpostn,-3.73135
2026-03-20T19:15:43Z,xlod,5
2026-03-20T19:15:43Z,ylod,8
2026-03-20T19:15:43Z,zlod,41
2026-03-20T19:15:43Z,fact,16.666
2026-03-20T19:15:43Z,toolnum,5
2026-03-20T19:15:43Z,program,CDSDRYRUN
2026-03-20T19:15:44Z,xpostn,-46.09155
2026-03-20T19:15:44Z,ypostn,-40.1657
2026-03-20T19:15:44Z,zpostn,-4.467
2026-03-20T19:15:44Z,xlod,11
2026-03-20T19:15:44Z,ylod,17
2026-03-20T19:15:44Z,zlod,46
2026-03-20T19:15:44Z,fact,16.666
2026-03-20T19:15:44Z,toolnum,5
2026-03-20T19:15:44Z,program,CDSDRYRUN
2026-03-20T19:15:45Z,xpostn,-46.2641
2026-03-20T19:15:45Z,ypostn,-21.20425
2026-03-20T19:15:45Z,zpostn,-4.467
2026-03-20T19:15:45Z,xlod,11
2026-03-20T19:15:45Z,ylod,17
2026-03-20T19:15:45Z,zlod,43
2026-03-20T19:15:45Z,fact,16.666
2026-03-20T19:15:45Z,toolnum,5
2026-03-20T19:15:45Z,program,CDSDRYRUN
2026-03-20T19:15:46Z,xpostn,-46.27
2026-03-20T19:15:46Z,ypostn,-4.6118
2026-03-20T19:15:46Z,zpostn,-4.467
2026-03-20T19:15:46Z,xlod,11
2026-03-20T19:15:46Z,ylod,13
2026-03-20T19:15:46Z,zlod,43
2026-03-20T19:15:46Z,fact,16.666
2026-03-20T19:15:46Z,toolnum,5
2026-03-20T19:15:46Z,program,CDSDRYRUN
2026-03-20T19:15:47Z,xpostn,-46.27
2026-03-20T19:15:47Z,ypostn,14.82525
2026-03-20T19:15:47Z,zpostn,-4.467
2026-03-20T19:15:47Z,xlod,11
2026-03-20T19:15:47Z,ylod,13
2026-03-20T19:15:47Z,zlod,43
2026-03-20T19:15:47Z,fact,16.666
2026-03-20T19:15:47Z,toolnum,5
2026-03-20T19:15:47Z,program,CDSDRYRUN
2026-03-20T19:15:48Z,xpostn,-46.27
2026-03-20T19:15:48Z,ypostn,32.84005
2026-03-20T19:15:48Z,zpostn,-4.467
2026-03-20T19:15:48Z,xlod,11
2026-03-20T19:15:48Z,ylod,13
2026-03-20T19:15:48Z,zlod,43
2026-03-20T19:15:48Z,fact,16.666
2026-03-20T19:15:48Z,toolnum,5
2026-03-20T19:15:48Z,program,CDSDRYRUN
2026-03-20T19:15:49Z,xpostn,-35.7344
2026-03-20T19:15:49Z,ypostn,45.48125
2026-03-20T19:15:49Z,zpostn,-4.467
2026-03-20T19:15:49Z,xlod,14
2026-03-20T19:15:49Z,ylod,13
2026-03-20T19:15:49Z,zlod,43
2026-03-20T19:15:49Z,fact,16.666
2026-03-20T19:15:49Z,toolnum,5
2026-03-20T19:15:49Z,program,CDSDRYRUN
2026-03-20T19:15:50Z,xpostn,-28.1757
2026-03-20T19:15:50Z,ypostn,46.06655
2026-03-20T19:15:50Z,zpostn,-4.467
2026-03-20T19:15:50Z,xlod,14
2026-03-20T19:15:50Z,ylod,9
2026-03-20T19:15:50Z,zlod,43
2026-03-20T19:15:50Z,fact,16.666
2026-03-20T19:15:50Z,toolnum,5
2026-03-20T19:15:50Z,program,CDSDRYRUN
2026-03-20T19:15:51Z,xpostn,-9.2147
2026-03-20T19:15:51Z,ypostn,46.26295
2026-03-20T19:15:51Z,zpostn,-4.467
2026-03-20T19:15:51Z,xlod,14
2026-03-20T19:15:51Z,ylod,14
2026-03-20T19:15:51Z,zlod,43
2026-03-20T19:15:51Z,fact,16.666
2026-03-20T19:15:51Z,toolnum,5
2026-03-20T19:15:51Z,program,CDSDRYRUN
2026-03-20T19:15:52Z,xpostn,9.27405
2026-03-20T19:15:52Z,ypostn,46.2697
2026-03-20T19:15:52Z,zpostn,-4.467
2026-03-20T19:15:52Z,xlod,11
2026-03-20T19:15:52Z,ylod,14
2026-03-20T19:15:52Z,zlod,43
2026-03-20T19:15:52Z,fact,16.666
2026-03-20T19:15:52Z,toolnum,5
2026-03-20T19:15:52Z,program,CDSDRYRUN
2026-03-20T19:15:53Z,xpostn,30.1333
2026-03-20T19:15:53Z,ypostn,46.27
2026-03-20T19:15:53Z,zpostn,-4.467
2026-03-20T19:15:53Z,xlod,12
2026-03-20T19:15:53Z,ylod,10
2026-03-20T19:15:53Z,zlod,43
2026-03-20T19:15:53Z,fact,16.666
2026-03-20T19:15:53Z,toolnum,5
2026-03-20T19:15:53Z,program,CDSDRYRUN
2026-03-20T19:15:54Z,xpostn,40.4619
2026-03-20T19:15:54Z,ypostn,45.7736
2026-03-20T19:15:54Z,zpostn,-4.467
2026-03-20T19:15:54Z,xlod,12
2026-03-20T19:15:54Z,ylod,14
2026-03-20T19:15:54Z,zlod,43
2026-03-20T19:15:54Z,fact,16.666
2026-03-20T19:15:54Z,toolnum,5
2026-03-20T19:15:54Z,program,CDSDRYRUN
2026-03-20T19:15:55Z,xpostn,46.0342
2026-03-20T19:15:55Z,ypostn,28.96355
2026-03-20T19:15:55Z,zpostn,-4.467
2026-03-20T19:15:55Z,xlod,12
2026-03-20T19:15:55Z,ylod,14
2026-03-20T19:15:55Z,zlod,48
2026-03-20T19:15:55Z,fact,16.666
2026-03-20T19:15:55Z,toolnum,5
2026-03-20T19:15:55Z,program,CDSDRYRUN
2026-03-20T19:15:56Z,xpostn,46.26165
2026-03-20T19:15:56Z,ypostn,10.0032
2026-03-20T19:15:56Z,zpostn,-4.467
2026-03-20T19:15:56Z,xlod,12
2026-03-20T19:15:56Z,ylod,10
2026-03-20T19:15:56Z,zlod,51
2026-03-20T19:15:56Z,fact,16.666
2026-03-20T19:15:56Z,toolnum,5
2026-03-20T19:15:56Z,program,CDSDRYRUN
2026-03-20T19:15:57Z,xpostn,46.26945
2026-03-20T19:15:57Z,ypostn,-8.95965
2026-03-20T19:15:57Z,zpostn,-4.467
2026-03-20T19:15:57Z,xlod,12
2026-03-20T19:15:57Z,ylod,16
2026-03-20T19:15:57Z,zlod,54
2026-03-20T19:15:57Z,fact,16.666
2026-03-20T19:15:57Z,toolnum,5
2026-03-20T19:15:57Z,program,CDSDRYRUN
2026-03-20T19:15:58Z,xpostn,46.27
2026-03-20T19:15:58Z,ypostn,-27.44845
2026-03-20T19:15:58Z,zpostn,-4.467
2026-03-20T19:15:58Z,xlod,12
2026-03-20T19:15:58Z,ylod,12
2026-03-20T19:15:58Z,zlod,54
2026-03-20T19:15:58Z,fact,16.666
2026-03-20T19:15:58Z,toolnum,5
2026-03-20T19:15:58Z,program,CDSDRYRUN
2026-03-20T19:15:59Z,xpostn,41.4075
2026-03-20T19:15:59Z,ypostn,-44.0676
2026-03-20T19:15:59Z,zpostn,-4.467
2026-03-20T19:15:59Z,xlod,12
2026-03-20T19:15:59Z,ylod,10
2026-03-20T19:15:59Z,zlod,54
2026-03-20T19:15:59Z,fact,16.666
2026-03-20T19:15:59Z,toolnum,5
2026-03-20T19:15:59Z,program,CDSDRYRUN
2026-03-20T19:16:00Z,xpostn,23.1396
2026-03-20T19:16:00Z,ypostn,-46.1875
2026-03-20T19:16:00Z,zpostn,-4.467
2026-03-20T19:16:00Z,xlod,15
2026-03-20T19:16:00Z,ylod,14
2026-03-20T19:16:00Z,zlod,54
2026-03-20T19:16:00Z,fact,16.666
2026-03-20T19:16:00Z,toolnum,5
2026-03-20T19:16:00Z,program,CDSDRYRUN
2026-03-20T19:16:01Z,xpostn,4.17705
2026-03-20T19:16:01Z,ypostn,-46.2673
2026-03-20T19:16:01Z,zpostn,-4.467
2026-03-20T19:16:01Z,xlod,15
2026-03-20T19:16:01Z,ylod,14
2026-03-20T19:16:01Z,zlod,54
2026-03-20T19:16:01Z,fact,16.666
2026-03-20T19:16:01Z,toolnum,5
2026-03-20T19:16:01Z,program,CDSDRYRUN
2026-03-20T19:16:02Z,xpostn,-3.88215
2026-03-20T19:16:02Z,ypostn,-46.26915
2026-03-20T19:16:02Z,zpostn,-4.467
2026-03-20T19:16:02Z,xlod,12
2026-03-20T19:16:02Z,ylod,14
2026-03-20T19:16:02Z,zlod,54
2026-03-20T19:16:02Z,fact,16.666
2026-03-20T19:16:02Z,toolnum,5
2026-03-20T19:16:02Z,program,CDSDRYRUN
2026-03-20T19:16:03Z,xpostn,-20.4747
2026-03-20T19:16:03Z,ypostn,-46.27
2026-03-20T19:16:03Z,zpostn,-4.467
2026-03-20T19:16:03Z,xlod,12
2026-03-20T19:16:03Z,ylod,9
2026-03-20T19:16:03Z,zlod,54
2026-03-20T19:16:03Z,fact,16.666
2026-03-20T19:16:03Z,toolnum,5
2026-03-20T19:16:03Z,program,CDSDRYRUN
2026-03-20T19:16:04Z,xpostn,-38.06545
2026-03-20T19:16:04Z,ypostn,-42.9019
2026-03-20T19:16:04Z,zpostn,-4.467
2026-03-20T19:16:04Z,xlod,12
2026-03-20T19:16:04Z,ylod,14
2026-03-20T19:16:04Z,zlod,54
2026-03-20T19:16:04Z,fact,16.666
2026-03-20T19:16:04Z,toolnum,5
2026-03-20T19:16:04Z,program,CDSDRYRUN
2026-03-20T19:16:05Z,xpostn,-41.1021
2026-03-20T19:16:05Z,ypostn,-22.4747
2026-03-20T19:16:05Z,zpostn,-4.467
2026-03-20T19:16:05Z,xlod,12
2026-03-20T19:16:05Z,ylod,14
2026-03-20T19:16:05Z,zlod,46
2026-03-20T19:16:05Z,fact,16.666
2026-03-20T19:16:05Z,toolnum,5
2026-03-20T19:16:05Z,program,CDSDRYRUN
2026-03-20T19:16:06Z,xpostn,-41.1848
2026-03-20T19:16:06Z,ypostn,-5.88255
2026-03-20T19:16:06Z,zpostn,-4.467
2026-03-20T19:16:06Z,xlod,12
2026-03-20T19:16:06Z,ylod,14
2026-03-20T19:16:06Z,zlod,46
2026-03-20T19:16:06Z,fact,16.666
2026-03-20T19:16:06Z,toolnum,5
2026-03-20T19:16:06Z,program,CDSDRYRUN
2026-03-20T19:16:07Z,xpostn,-41.18875
2026-03-20T19:16:07Z,ypostn,4.547
2026-03-20T19:16:07Z,zpostn,-4.467
2026-03-20T19:16:07Z,xlod,12
2026-03-20T19:16:07Z,ylod,14
2026-03-20T19:16:07Z,zlod,43
2026-03-20T19:16:07Z,fact,16.666
2026-03-20T19:16:07Z,toolnum,5
2026-03-20T19:16:07Z,program,CDSDRYRUN
2026-03-20T19:16:08Z,xpostn,-41.1897
2026-03-20T19:16:08Z,ypostn,25.4062
2026-03-20T19:16:08Z,zpostn,-4.467
2026-03-20T19:16:08Z,xlod,12
2026-03-20T19:16:08Z,ylod,14
2026-03-20T19:16:08Z,zlod,43
2026-03-20T19:16:08Z,fact,16.666
2026-03-20T19:16:08Z,toolnum,5
2026-03-20T19:16:08Z,program,CDSDRYRUN
2026-03-20T19:16:09Z,xpostn,-32.60885
2026-03-20T19:16:09Z,ypostn,39.60095
2026-03-20T19:16:09Z,zpostn,-4.467
2026-03-20T19:16:09Z,xlod,12
2026-03-20T19:16:09Z,ylod,9
2026-03-20T19:16:09Z,zlod,43
2026-03-20T19:16:09Z,fact,16.666
2026-03-20T19:16:09Z,toolnum,5
2026-03-20T19:16:09Z,program,CDSDRYRUN
2026-03-20T19:16:10Z,xpostn,-14.2228
2026-03-20T19:16:10Z,ypostn,41.1111
2026-03-20T19:16:10Z,zpostn,-4.467
2026-03-20T19:16:10Z,xlod,12
2026-03-20T19:16:10Z,ylod,12
2026-03-20T19:16:10Z,zlod,43
2026-03-20T19:16:10Z,fact,16.666
2026-03-20T19:16:10Z,toolnum,5
2026-03-20T19:16:10Z,program,CDSDRYRUN
2026-03-20T19:16:12Z,xpostn,4.2657
2026-03-20T19:16:12Z,ypostn,41.18595
2026-03-20T19:16:12Z,zpostn,-4.467
2026-03-20T19:16:12Z,xlod,12
2026-03-20T19:16:12Z,ylod,12
2026-03-20T19:16:12Z,zlod,43
2026-03-20T19:16:12Z,fact,16.666
2026-03-20T19:16:12Z,toolnum,5
2026-03-20T19:16:12Z,program,CDSDRYRUN
2026-03-20T19:16:13Z,xpostn,23.22855
2026-03-20T19:16:13Z,ypostn,41.18985
2026-03-20T19:16:13Z,zpostn,-4.467
2026-03-20T19:16:13Z,xlod,12
2026-03-20T19:16:13Z,ylod,12
2026-03-20T19:16:13Z,zlod,43
2026-03-20T19:16:13Z,fact,16.666
2026-03-20T19:16:13Z,toolnum,5
2026-03-20T19:16:13Z,program,CDSDRYRUN
2026-03-20T19:16:14Z,xpostn,31.761
2026-03-20T19:16:14Z,ypostn,41.1677
2026-03-20T19:16:14Z,zpostn,-4.467
2026-03-20T19:16:14Z,xlod,12
2026-03-20T19:16:14Z,ylod,2
2026-03-20T19:16:14Z,zlod,43
2026-03-20T19:16:14Z,fact,16.666
2026-03-20T19:16:14Z,toolnum,5
2026-03-20T19:16:14Z,program,CDSDRYRUN
2026-03-20T19:16:15Z,xpostn,40.7662
2026-03-20T19:16:15Z,ypostn,24.42515
2026-03-20T19:16:15Z,zpostn,-4.467
2026-03-20T19:16:15Z,xlod,12
2026-03-20T19:16:15Z,ylod,9
2026-03-20T19:16:15Z,zlod,48
2026-03-20T19:16:15Z,fact,16.666
2026-03-20T19:16:15Z,toolnum,5
2026-03-20T19:16:15Z,program,CDSDRYRUN
2026-03-20T19:16:16Z,xpostn,41.16995
2026-03-20T19:16:16Z,ypostn,5.94365
2026-03-20T19:16:16Z,zpostn,-4.467
2026-03-20T19:16:16Z,xlod,12
2026-03-20T19:16:16Z,ylod,13
2026-03-20T19:16:16Z,zlod,51
2026-03-20T19:16:16Z,fact,16.666
2026-03-20T19:16:16Z,toolnum,5
2026-03-20T19:16:16Z,program,CDSDRYRUN
2026-03-20T19:16:17Z,xpostn,41.18815
2026-03-20T19:16:17Z,ypostn,-10.6487
2026-03-20T19:16:17Z,zpostn,-4.467
2026-03-20T19:16:17Z,xlod,12
2026-03-20T19:16:17Z,ylod,13
2026-03-20T19:16:17Z,zlod,54
2026-03-20T19:16:17Z,fact,16.666
2026-03-20T19:16:17Z,toolnum,5
2026-03-20T19:16:17Z,program,CDSDRYRUN
2026-03-20T19:16:18Z,xpostn,41.19
2026-03-20T19:16:18Z,ypostn,-29.6116
2026-03-20T19:16:18Z,zpostn,-4.467
2026-03-20T19:16:18Z,xlod,12
2026-03-20T19:16:18Z,ylod,16
2026-03-20T19:16:18Z,zlod,54
2026-03-20T19:16:18Z,fact,16.666
2026-03-20T19:16:18Z,toolnum,5
2026-03-20T19:16:18Z,program,CDSDRYRUN
2026-03-20T19:16:19Z,xpostn,28.92185
2026-03-20T19:16:19Z,ypostn,-40.3108
2026-03-20T19:16:19Z,zpostn,-4.467
2026-03-20T19:16:19Z,xlod,15
2026-03-20T19:16:19Z,ylod,12
2026-03-20T19:16:19Z,zlod,54
2026-03-20T19:16:19Z,fact,16.666
2026-03-20T19:16:19Z,toolnum,5
2026-03-20T19:16:19Z,program,CDSDRYRUN
2026-03-20T19:16:20Z,xpostn,9.9906
2026-03-20T19:16:20Z,ypostn,-41.1512
2026-03-20T19:16:20Z,zpostn,-4.467
2026-03-20T19:16:20Z,xlod,15
2026-03-20T19:16:20Z,ylod,12
2026-03-20T19:16:20Z,zlod,54
2026-03-20T19:16:20Z,fact,16.666
2026-03-20T19:16:20Z,toolnum,5
2026-03-20T19:16:20Z,program,CDSDRYRUN
2026-03-20T19:16:21Z,xpostn,-0.4388
2026-03-20T19:16:21Z,ypostn,-41.1832
2026-03-20T19:16:21Z,zpostn,-4.467
2026-03-20T19:16:21Z,xlod,11
2026-03-20T19:16:21Z,ylod,12
2026-03-20T19:16:21Z,zlod,54
2026-03-20T19:16:21Z,fact,16.666
2026-03-20T19:16:21Z,toolnum,5
2026-03-20T19:16:21Z,program,CDSDRYRUN
2026-03-20T19:16:22Z,xpostn,-19.40165
2026-03-20T19:16:22Z,ypostn,-41.1894
2026-03-20T19:16:22Z,zpostn,-4.467
2026-03-20T19:16:22Z,xlod,11
2026-03-20T19:16:22Z,ylod,12
2026-03-20T19:16:22Z,zlod,54
2026-03-20T19:16:22Z,fact,16.666
2026-03-20T19:16:22Z,toolnum,5
2026-03-20T19:16:22Z,program,CDSDRYRUN
2026-03-20T19:16:23Z,xpostn,-34.0959
2026-03-20T19:16:23Z,ypostn,-33.8474
2026-03-20T19:16:23Z,zpostn,-4.467
2026-03-20T19:16:23Z,xlod,11
2026-03-20T19:16:23Z,ylod,19
2026-03-20T19:16:23Z,zlod,54
2026-03-20T19:16:23Z,fact,16.666
2026-03-20T19:16:23Z,toolnum,5
2026-03-20T19:16:23Z,program,CDSDRYRUN
2026-03-20T19:16:24Z,xpostn,-36.01165
2026-03-20T19:16:24Z,ypostn,-15.0467
2026-03-20T19:16:24Z,zpostn,-4.467
2026-03-20T19:16:24Z,xlod,11
2026-03-20T19:16:24Z,ylod,13
2026-03-20T19:16:24Z,zlod,45
2026-03-20T19:16:24Z,fact,16.666
2026-03-20T19:16:24Z,toolnum,5
2026-03-20T19:16:24Z,program,CDSDRYRUN
2026-03-20T19:16:25Z,xpostn,-36.2045
2026-03-20T19:16:25Z,ypostn,-6.99735
2026-03-20T19:16:25Z,zpostn,-4.467
2026-03-20T19:16:25Z,xlod,11
2026-03-20T19:16:25Z,ylod,18
2026-03-20T19:16:25Z,zlod,45
2026-03-20T19:16:25Z,fact,16.666
2026-03-20T19:16:25Z,toolnum,5
2026-03-20T19:16:25Z,program,CDSDRYRUN
2026-03-20T19:16:26Z,xpostn,-36.31705
2026-03-20T19:16:26Z,ypostn,9.5489
2026-03-20T19:16:26Z,zpostn,-4.467
2026-03-20T19:16:26Z,xlod,11
2026-03-20T19:16:26Z,ylod,9
2026-03-20T19:16:26Z,zlod,45
2026-03-20T19:16:26Z,fact,0
2026-03-20T19:16:26Z,toolnum,5
2026-03-20T19:16:26Z,program,CDSDRYRUN
2026-03-20T19:16:27Z,xpostn,-36.31635
2026-03-20T19:16:27Z,ypostn,9.568
2026-03-20T19:16:27Z,zpostn,-4.467
2026-03-20T19:16:27Z,xlod,6
2026-03-20T19:16:27Z,ylod,5
2026-03-20T19:16:27Z,zlod,45
2026-03-20T19:16:27Z,fact,0
2026-03-20T19:16:27Z,toolnum,5
2026-03-20T19:16:27Z,program,CDSDRYRUN
2026-03-20T19:16:28Z,xpostn,-36.31635
2026-03-20T19:16:28Z,ypostn,9.568
2026-03-20T19:16:28Z,zpostn,-4.467
2026-03-20T19:16:28Z,xlod,6
2026-03-20T19:16:28Z,ylod,5
2026-03-20T19:16:28Z,zlod,45
2026-03-20T19:16:28Z,fact,0
2026-03-20T19:16:28Z,toolnum,5
2026-03-20T19:16:28Z,program,CDSDRYRUN
2026-03-20T19:16:29Z,xpostn,-36.31635
2026-03-20T19:16:29Z,ypostn,9.568
2026-03-20T19:16:29Z,zpostn,-4.467
2026-03-20T19:16:29Z,xlod,6
2026-03-20T19:16:29Z,ylod,5
2026-03-20T19:16:29Z,zlod,45
2026-03-20T19:16:29Z,fact,0
2026-03-20T19:16:29Z,toolnum,5
2026-03-20T19:16:29Z,program,CDSDRYRUN
2026-03-20T19:16:30Z,xpostn,-36.31635
2026-03-20T19:16:30Z,ypostn,9.568
2026-03-20T19:16:30Z,zpostn,-4.467
2026-03-20T19:16:30Z,xlod,6
2026-03-20T19:16:30Z,ylod,5
2026-03-20T19:16:30Z,zlod,45
2026-03-20T19:16:30Z,fact,0
2026-03-20T19:16:30Z,toolnum,5
2026-03-20T19:16:30Z,program,CDSDRYRUN
2026-03-20T19:16:31Z,xpostn,-36.31635
2026-03-20T19:16:31Z,ypostn,9.568
2026-03-20T19:16:31Z,zpostn,-4.467
2026-03-20T19:16:31Z,xlod,6
2026-03-20T19:16:31Z,ylod,5
2026-03-20T19:16:31Z,zlod,45
2026-03-20T19:16:31Z,fact,0
2026-03-20T19:16:31Z,toolnum,5
2026-03-20T19:16:31Z,program,CDSDRYRUN
2026-03-20T19:16:32Z,xpostn,-36.31635
2026-03-20T19:16:32Z,ypostn,9.568
2026-03-20T19:16:32Z,zpostn,-4.467
2026-03-20T19:16:32Z,xlod,6
2026-03-20T19:16:32Z,ylod,5
2026-03-20T19:16:32Z,zlod,45
2026-03-20T19:16:32Z,fact,0
2026-03-20T19:16:32Z,toolnum,5
2026-03-20T19:16:32Z,program,CDSDRYRUN
2026-03-20T19:16:33Z,xpostn,-36.3047
2026-03-20T19:16:33Z,ypostn,9.90385
2026-03-20T19:16:33Z,zpostn,-4.467
2026-03-20T19:16:33Z,xlod,12
2026-03-20T19:16:33Z,ylod,11
2026-03-20T19:16:33Z,zlod,45
2026-03-20T19:16:33Z,fact,0.016666
2026-03-20T19:16:33Z,toolnum,5
2026-03-20T19:16:33Z,program,CDSDRYRUN
2026-03-20T19:16:34Z,xpostn,-36.207
2026-03-20T19:16:34Z,ypostn,13.75615
2026-03-20T19:16:34Z,zpostn,-4.467
2026-03-20T19:16:34Z,xlod,12
2026-03-20T19:16:34Z,ylod,14
2026-03-20T19:16:34Z,zlod,45
2026-03-20T19:16:34Z,fact,8.333
